Product Name,Price,Brand,Category,Description,Rating,Style Attributes,Size,Color,Purchase History,Average Age Of Clients,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,Feedback
2BJHXCA,283.83,Ralph Lauren,Dresses,Very Bad,4.443393241955205,Streetwear,M,Khaki,High,47,Cosmopolitan,Negin Mirsalehi,Fall,Morning,193,2957,Positive
68S8J95,68.67,Calvin Klein,Accessories,Not Good,3.6472887795465403,Formal,XL,PaleVioletRed,Medium,30,W,Gigi Hadid,Spring,Afternoon,82,2665,Negative
QPPUQP6,20.95,Mulberry,Tops,Not Good,3.840728648873461,Casual,S,Orchid,Low,27,Marie Claire,Negin Mirsalehi,Winter,Afternoon,164,4274,Positive
QG9YNZW,42.46,Tommy Hilfiger,Jewelry,Very Bad,3.9915648767710428,Streetwear,XS,Plum,Low,28,InStyle,Chiara Ferragni,Summer,Afternoon,198,4034,Neutral
2UH849L,68.19,Burberry,Footwear,Not Good,3.7977982858171115,Minimalist,L,LemonChiffon,Medium,33,Elle,Leandra Medine,Autumn,Afternoon,71,1410,Negative
RWNLZZQ,147.11,Mulberry,Activewear,Not Good,3.5886755454629844,Sporty,XS,CadetBlue,Low,52,InStyle,Negin Mirsalehi,Spring,Morning,61,2150,Neutral
QN75WKE,153.99,Mulberry,Swimwear,Not Good,3.4504911871009125,Streetwear,L,Azure,Medium,37,Elle,Gigi Hadid,Summer,Afternoon,85,313,Negative
38NSTGE,38.13,Tommy Hilfiger,Lingerie,Best,3.5944226360789013,Edgy,S,OldLace,High,41,Elle,Leandra Medine,Winter,Morning,138,524,Negative
CHSZQMC,425.88,Burberry,Dresses,Worst,4.3508009286257945,Streetwear,L,DodgerBlue,Medium,24,Vogue,Gigi Hadid,Autumn,Morning,53,4259,Negative
J2Q2LW8,139.32,Burberry,Activewear,Very Bad,4.237426030711262,Streetwear,S,Khaki,Medium,20,Cosmopolitan,Camila Coelho,Winter,Evening,79,2803,Negative
GW59CVY,74.85,Calvin Klein,Accessories,Bad,3.5865918429975623,Preppy,S,Bisque,Low,42,Vogue,Aimee Song,Fall,Afternoon,155,3234,Positive
2JD84AY,48.96,Tommy Hilfiger,Swimwear,Best,3.7340319236630353,Minimalist,XS,LemonChiffon,High,39,Fashionista,Negin Mirsalehi,Autumn,Morning,92,3158,Negative
JBQP4GB,435.47,Calvin Klein,Footwear,Best,4.161660160109235,Glamorous,XS,Aqua,Low,48,Harper's Bazaar,Song of Style,Fall,Morning,137,3462,Positive
WPETR4B,300.89,Tommy Hilfiger,Outerwear,Best,4.0537807894594415,Minimalist,XS,GreenYellow,High,35,Vogue,Song of Style,Spring,Afternoon,139,4888,Neutral
DAGT6D6,110.13,Tommy Hilfiger,Jewelry,Good,3.797841303753281,Casual,XL,PaleVioletRed,High,53,Harper's Bazaar,Aimee Song,Summer,Afternoon,126,4960,Negative
MU4KQIZ,31.09,Ralph Lauren,Lingerie,Worst,4.503080837041134,Vintage,XS,Navy,High,45,Glamour,Aimee Song,Summer,Morning,165,2540,Negative
ZYGUBVY,55.56,Burberry,Accessories,Best,4.407698853632718,Glamorous,XL,LightSkyBlue,Medium,30,Grazia,Negin Mirsalehi,Spring,Afternoon,174,2456,Positive
HT1QN7V,38.35,Ralph Lauren,Jewelry,Very Good,3.6673666103180893,Formal,M,SeaShell,Low,31,Marie Claire,Song of Style,Autumn,Morning,172,2133,Positive
8JHC0LR,240.08,Jigsaw,Footwear,Very Bad,3.4712926123256853,Streetwear,XS,OrangeRed,Low,44,Marie Claire,Gigi Hadid,Autumn,Morning,146,940,Negative
A0QF5IA,95.38,Tommy Hilfiger,Activewear,Bad,4.049844688640846,Casual,M,Purple,High,27,Marie Claire,Aimee Song,Fall,Evening,195,2298,Positive
RGRUOL0,63.18,Burberry,Lingerie,Best,4.222576966086868,Vintage,L,Cornsilk,Medium,49,Cosmopolitan,Olivia Palermo,Spring,Evening,137,4415,Neutral
25JFF1B,196.79,Mulberry,Dresses,Very Bad,4.0422936780772165,Glamorous,XS,GhostWhite,Low,50,Harper's Bazaar,Camila Coelho,Spring,Evening,169,3044,Neutral
8N96L6W,426.99,Burberry,Outerwear,Very Bad,3.644272185598249,Vintage,L,GoldenRod,Low,31,Harper's Bazaar,Camila Coelho,Autumn,Evening,83,1239,Positive
3QEOBHF,77.43,Ted Baker,Tops,Very Good,3.4491659094469735,Formal,S,WhiteSmoke,Low,54,InStyle,Gigi Hadid,Autumn,Morning,168,2736,Positive
TOILYEA,122.42,Ted Baker,Swimwear,Bad,3.772794339982252,Minimalist,XS,GreenYellow,Low,39,Grazia,Chiara Ferragni,Summer,Morning,181,4052,Neutral
S3Z6PJG,41.09,Ralph Lauren,Activewear,Not Good,4.022794162367062,Casual,L,Sienna,High,45,Elle,Gigi Hadid,Spring,Afternoon,167,1760,Neutral
Y9R3B8S,66.97,Calvin Klein,Jewelry,Very Good,4.4228132638073445,Bohemian,M,DarkBlue,High,26,Vogue,Chiara Ferragni,Winter,Afternoon,170,3234,Positive
U0WSF3K,215.99,Ted Baker,Bottoms,Good,3.6897611740712666,Glamorous,XS,GoldenRod,Low,39,Fashionista,Song of Style,Winter,Afternoon,89,4488,Positive
SMJMRI2,191.69,Ted Baker,Outerwear,Not Good,3.3345894906755578,Vintage,L,Coral,Low,38,Fashionista,Julie Sariñana,Spring,Morning,72,888,Positive
EPTUXLB,125.79,Alexander McQueen,Swimwear,Very Bad,4.430591364104014,Glamorous,XS,SandyBrown,Medium,43,Elle,Negin Mirsalehi,Winter,Evening,186,1937,Positive
6H2BWQV,187.27,Alexander McQueen,Swimwear,Not Good,3.9926120904071114,Formal,XS,Orange,Low,59,Cosmopolitan,Aimee Song,Spring,Evening,113,1991,Negative
QVMC8LY,159.81,Mulberry,Swimwear,Worst,4.021682847834881,Edgy,L,MediumPurple,Medium,34,Elle,Aimee Song,Fall,Evening,183,3898,Neutral
BBQU3HQ,239.84,Jigsaw,Bottoms,Not Good,4.069958507601184,Vintage,XS,Salmon,High,40,Harper's Bazaar,Negin Mirsalehi,Spring,Evening,186,3081,Negative
L4SI608,49.36,Jigsaw,Accessories,Good,3.5952249277289385,Formal,XS,PapayaWhip,Low,58,Grazia,Julie Sariñana,Winter,Evening,169,1633,Positive
WOWPX6R,105.7,Mulberry,Bottoms,Very Bad,3.845430387183111,Sporty,M,Azure,High,41,W,Aimee Song,Fall,Afternoon,133,3460,Positive
4Q9FXB1,391.44,Ted Baker,Outerwear,Best,4.133306475540189,Sporty,S,LightSalmon,High,51,Grazia,Negin Mirsalehi,Fall,Afternoon,136,4190,Neutral
OAE4JZL,34.2,Calvin Klein,Accessories,Worst,3.1907284505222666,Edgy,XS,SpringGreen,Low,40,Cosmopolitan,Song of Style,Spring,Afternoon,104,779,Positive
233R3CW,391.01,Jigsaw,Footwear,Worst,4.304586209407478,Bohemian,L,DarkOliveGreen,Low,28,W,Negin Mirsalehi,Summer,Evening,60,4634,Positive
ME5DH3N,279.07,Alexander McQueen,Footwear,Not Good,4.120942387449961,Preppy,L,DeepPink,Low,37,Glamour,Julie Sariñana,Spring,Morning,140,1162,Positive
46JHEKV,408.56,Jigsaw,Footwear,Best,4.433210198579551,Bohemian,XL,LightPink,High,25,Grazia,Kendall Jenner,Summer,Afternoon,198,3810,Neutral
IXJ5BAC,44.71,Jigsaw,Jewelry,Not Good,3.97879640111842,Vintage,L,MediumSlateBlue,High,25,Harper's Bazaar,Olivia Palermo,Autumn,Evening,125,3066,Negative
OU8AXIC,468.86,Alexander McQueen,Outerwear,Good,4.282051296738367,Formal,L,PaleGreen,Medium,57,Marie Claire,Aimee Song,Summer,Morning,197,2178,Negative
3ZXN4R9,486.9,Mulberry,Footwear,Not Good,4.2030716885928685,Streetwear,XL,OldLace,High,33,Harper's Bazaar,Chiara Ferragni,Autumn,Morning,111,4277,Negative
66ATC2U,427.32,Mulberry,Dresses,Very Bad,4.152926114028873,Minimalist,L,DarkGray,Low,22,Grazia,Leandra Medine,Fall,Morning,165,3644,Negative
28HVVS8,261.21,Ralph Lauren,Footwear,Bad,4.176664447318237,Vintage,XS,PaleGreen,Medium,41,Elle,Aimee Song,Autumn,Morning,131,3081,Neutral
21RRG4S,66.39,Burberry,Accessories,Not Good,4.099093221322984,Formal,L,MediumSlateBlue,High,41,Cosmopolitan,Olivia Palermo,Spring,Morning,59,2032,Neutral
K89MNFO,145.53,Mulberry,Activewear,Very Good,4.014332914119147,Minimalist,XL,White,High,49,Vogue,Olivia Palermo,Autumn,Evening,154,2111,Neutral
70Z0K2J,206.73,Ted Baker,Bottoms,Very Bad,3.7095432309323213,Preppy,XL,DarkOrchid,Medium,43,W,Gigi Hadid,Fall,Morning,158,1104,Neutral
U6XP21X,71.15,Burberry,Lingerie,Very Good,4.066706048840799,Streetwear,S,Chartreuse,Low,39,W,Leandra Medine,Fall,Afternoon,124,3033,Negative
0UVXPIZ,53.06,Alexander McQueen,Lingerie,Worst,3.9226271563154405,Glamorous,XS,LightSalmon,Low,22,Vogue,Aimee Song,Autumn,Morning,143,3890,Positive
N0323L6,43.06,Calvin Klein,Lingerie,Worst,3.9466875358044247,Glamorous,S,DarkGreen,Low,24,Marie Claire,Leandra Medine,Spring,Evening,197,3389,Negative
LW2PLO0,18.89,Ralph Lauren,Lingerie,Not Good,4.346819621661888,Preppy,M,SandyBrown,High,48,InStyle,Olivia Palermo,Fall,Morning,122,3561,Negative
J4566ZH,89.07,Alexander McQueen,Lingerie,Best,4.4201408747200395,Bohemian,S,Gray,Medium,39,Cosmopolitan,Camila Coelho,Spring,Afternoon,56,2703,Negative
GIVZ884,201.57,Calvin Klein,Bottoms,Not Good,3.548202251244624,Sporty,M,LightSeaGreen,High,31,Vogue,Chiara Ferragni,Autumn,Morning,92,1014,Neutral
SDM0HJT,122.82,Tommy Hilfiger,Tops,Best,3.6192787923475636,Preppy,L,Navy,Low,41,Harper's Bazaar,Kendall Jenner,Spring,Evening,135,2724,Negative
VAMKUFL,190.09,Jigsaw,Tops,Not Good,4.063389728016737,Minimalist,L,Moccasin,High,24,Fashionista,Gigi Hadid,Fall,Morning,91,3955,Negative
IZ0XWVQ,137.62,Ralph Lauren,Footwear,Very Good,4.598014196827651,Bohemian,M,GhostWhite,High,33,Glamour,Camila Coelho,Summer,Morning,118,4680,Neutral
EH3W67V,249.06,Tommy Hilfiger,Dresses,Worst,4.015515741300105,Preppy,XS,MediumSlateBlue,High,43,Grazia,Gigi Hadid,Fall,Morning,58,1727,Neutral
EOIKIN2,60.47,Ted Baker,Accessories,Very Bad,3.9027598794495475,Edgy,XS,FloralWhite,High,33,Elle,Aimee Song,Spring,Afternoon,157,1906,Negative
7H8744H,225.6,Ralph Lauren,Footwear,Best,3.7004906866096223,Formal,XS,Orange,Low,31,Grazia,Aimee Song,Autumn,Afternoon,125,1187,Positive
APR0BP1,373.67,Ralph Lauren,Dresses,Very Good,3.9199322629842013,Minimalist,XS,BurlyWood,Low,60,Cosmopolitan,Kendall Jenner,Fall,Afternoon,124,4731,Negative
1HA6QEV,394.19,Alexander McQueen,Outerwear,Good,3.9705729739748454,Preppy,L,CadetBlue,Low,60,Harper's Bazaar,Aimee Song,Autumn,Afternoon,70,2850,Positive
AB35CD9,99.14,Ted Baker,Tops,Best,3.874062688276486,Bohemian,XS,PeachPuff,Medium,44,W,Chiara Ferragni,Autumn,Morning,149,3296,Negative
0YRBN49,68.47,Calvin Klein,Footwear,Very Bad,3.962607002975709,Streetwear,XL,LightYellow,Low,48,InStyle,Olivia Palermo,Winter,Evening,173,4788,Negative
YG3WTSY,119.01,Burberry,Bottoms,Worst,3.968299498622612,Vintage,M,IndianRed,Medium,22,Elle,Olivia Palermo,Fall,Afternoon,78,314,Positive
52U0DMZ,265.96,Ted Baker,Dresses,Best,4.085785140126991,Formal,XL,Gray,High,25,Glamour,Olivia Palermo,Fall,Afternoon,62,1677,Neutral
HJNEKQ9,150.97,Ted Baker,Jewelry,Best,4.124529696271947,Vintage,XL,Silver,High,29,Harper's Bazaar,Aimee Song,Fall,Evening,124,3501,Negative
IOHNPCI,47.81,Alexander McQueen,Accessories,Best,4.153572738622286,Bohemian,M,Magenta,High,48,Fashionista,Kendall Jenner,Winter,Afternoon,138,1319,Neutral
K6BPUQM,193.65,Mulberry,Bottoms,Bad,3.376271199563304,Sporty,XL,Aqua,Low,54,Vogue,Song of Style,Autumn,Afternoon,162,4196,Positive
5FFZGC1,58.48,Calvin Klein,Activewear,Best,4.1676320077104645,Formal,M,Violet,High,45,Harper's Bazaar,Camila Coelho,Summer,Afternoon,182,2569,Neutral
31KTFSR,248.38,Alexander McQueen,Dresses,Very Good,4.098764661546514,Casual,S,Brown,Low,20,Harper's Bazaar,Julie Sariñana,Spring,Evening,155,4516,Negative
AH4TXDP,49.29,Jigsaw,Tops,Bad,3.7160354094553507,Minimalist,XS,Beige,Medium,25,Harper's Bazaar,Julie Sariñana,Autumn,Afternoon,153,677,Neutral
IWEJ6NB,17.09,Jigsaw,Accessories,Best,3.6794342808543012,Streetwear,S,DarkBlue,High,36,Glamour,Song of Style,Autumn,Afternoon,70,4084,Negative
CBA5262,22.51,Mulberry,Swimwear,Not Good,3.4171407938621123,Sporty,M,Brown,High,41,Elle,Kendall Jenner,Autumn,Morning,104,240,Positive
76XWPST,479.09,Tommy Hilfiger,Footwear,Very Good,3.8113714664081333,Edgy,L,LightCoral,Low,23,Glamour,Chiara Ferragni,Winter,Morning,74,4322,Positive
1PWK5LW,65.59,Ted Baker,Activewear,Very Bad,3.6744907718720796,Sporty,XL,HoneyDew,Low,52,Marie Claire,Chiara Ferragni,Summer,Evening,162,2890,Negative
IQ1XAUW,165.54,Ted Baker,Footwear,Not Good,3.857340571047224,Bohemian,XS,AntiqueWhite,Low,37,InStyle,Song of Style,Winter,Evening,77,3226,Neutral
3JOZEQ3,128.02,Mulberry,Swimwear,Not Good,3.987536483814454,Vintage,S,GreenYellow,High,20,Fashionista,Olivia Palermo,Autumn,Morning,74,2745,Positive
ZL84SAV,118.62,Ralph Lauren,Jewelry,Worst,4.741236245174783,Glamorous,XS,Beige,Medium,21,W,Leandra Medine,Summer,Evening,147,3471,Neutral
1BUQE7J,162.98,Tommy Hilfiger,Bottoms,Worst,4.172625978262424,Glamorous,M,PaleGreen,High,48,InStyle,Song of Style,Spring,Evening,150,4062,Negative
3R7SSJC,91.28,Mulberry,Accessories,Bad,3.7601991260292533,Vintage,XL,Lavender,Medium,35,Vogue,Julie Sariñana,Spring,Evening,85,4280,Neutral
0ES90EN,19.52,Ted Baker,Lingerie,Not Good,3.84700791102376,Edgy,S,Salmon,Medium,25,Glamour,Gigi Hadid,Summer,Afternoon,52,3022,Negative
F4K476T,126.16,Ted Baker,Swimwear,Best,3.9023779665443423,Edgy,XL,LightSalmon,High,56,InStyle,Chiara Ferragni,Summer,Morning,63,3204,Negative
L4I6IHL,48.14,Calvin Klein,Jewelry,Worst,3.8323883743942804,Casual,L,DarkCyan,High,32,Vogue,Julie Sariñana,Winter,Evening,100,890,Neutral
W69ZR5G,197.89,Alexander McQueen,Footwear,Not Good,3.9979029253902945,Edgy,XS,Aqua,Low,47,Harper's Bazaar,Song of Style,Fall,Afternoon,73,2357,Neutral
7P7M7MY,103.23,Burberry,Bottoms,Not Good,3.9119807020225092,Bohemian,L,BurlyWood,Low,60,Vogue,Gigi Hadid,Winter,Evening,82,1923,Neutral
TOXZG5L,34.74,Burberry,Activewear,Very Bad,3.950314314122599,Glamorous,XS,DeepPink,Low,50,Harper's Bazaar,Gigi Hadid,Fall,Evening,52,804,Positive
D1R7Z0T,368.12,Tommy Hilfiger,Outerwear,Best,3.807739697841997,Preppy,S,Orchid,Medium,31,Marie Claire,Negin Mirsalehi,Winter,Evening,181,560,Negative
LIBXMO6,494.69,Alexander McQueen,Outerwear,Not Good,4.544340514707173,Formal,M,Orange,High,28,Fashionista,Aimee Song,Summer,Afternoon,70,1520,Negative
47067G5,22.49,Mulberry,Jewelry,Very Bad,3.666407549936832,Glamorous,S,Indigo,Medium,32,W,Julie Sariñana,Autumn,Morning,143,241,Negative
8T9UM2R,58.66,Tommy Hilfiger,Activewear,Bad,3.358837597277873,Minimalist,M,LawnGreen,Low,52,Fashionista,Aimee Song,Winter,Evening,176,1501,Positive
6JQAJ1Z,95.26,Burberry,Swimwear,Not Good,4.168891267336931,Minimalist,S,LightBlue,Medium,23,Cosmopolitan,Song of Style,Fall,Evening,86,4716,Negative
CYSTOBA,67.6,Ted Baker,Tops,Worst,3.584636664985587,Sporty,XS,OldLace,Low,24,W,Gigi Hadid,Fall,Morning,92,2542,Neutral
EC4SYG3,257.47,Mulberry,Bottoms,Very Good,3.8154546147997204,Vintage,XS,LightBlue,High,55,Grazia,Song of Style,Summer,Morning,126,3595,Negative
ONC4A1A,45.51,Ted Baker,Lingerie,Best,3.7038270696106554,Sporty,XL,LightSeaGreen,Medium,39,InStyle,Song of Style,Winter,Morning,64,1039,Negative
OO9U1Z4,241.24,Burberry,Dresses,Very Bad,4.039204624046947,Preppy,L,Plum,Low,36,Fashionista,Song of Style,Winter,Morning,74,3583,Positive
VMPUL4Y,151.23,Ralph Lauren,Swimwear,Best,3.645264039574744,Minimalist,S,Bisque,Medium,60,W,Gigi Hadid,Fall,Afternoon,81,503,Negative
AKOONKY,31.69,Tommy Hilfiger,Bottoms,Very Bad,3.8999022890861195,Formal,S,Maroon,High,24,W,Camila Coelho,Autumn,Morning,53,3692,Negative
8AXRZKC,179.11,Burberry,Swimwear,Very Good,4.254841387005758,Sporty,S,Cornsilk,Low,21,Cosmopolitan,Olivia Palermo,Winter,Afternoon,182,1409,Neutral
LR97CPW,113.07,Burberry,Tops,Very Bad,4.202914914787715,Casual,XL,SlateGray,Medium,22,Harper's Bazaar,Olivia Palermo,Winter,Afternoon,189,4346,Positive
VJ3WSEO,141.61,Tommy Hilfiger,Swimwear,Very Bad,3.7254954121221533,Casual,XL,OldLace,Medium,51,Marie Claire,Leandra Medine,Autumn,Morning,197,2706,Negative
JWP59N1,45.78,Ted Baker,Tops,Worst,3.1847653336415123,Vintage,XS,MintCream,Low,58,Cosmopolitan,Negin Mirsalehi,Autumn,Morning,56,4326,Neutral
LWJ7M5K,55.13,Burberry,Accessories,Very Good,3.678265236938104,Edgy,XS,PaleGoldenRod,Low,43,Grazia,Olivia Palermo,Autumn,Evening,103,3384,Positive
8C0YHOG,96.83,Ted Baker,Tops,Not Good,3.8059018771011055,Casual,S,Tomato,High,58,Grazia,Gigi Hadid,Spring,Afternoon,195,3550,Neutral
4OF2W3R,73.11,Ted Baker,Activewear,Best,4.068804333376541,Preppy,L,DarkTurquoise,Medium,28,InStyle,Gigi Hadid,Summer,Afternoon,79,2905,Positive
KGSILJB,59.15,Alexander McQueen,Swimwear,Worst,4.0892882956103005,Preppy,S,Black,High,56,Grazia,Gigi Hadid,Fall,Afternoon,124,2571,Positive
F86T03E,301.33,Mulberry,Dresses,Best,4.304903840033307,Streetwear,M,Bisque,Medium,49,Elle,Julie Sariñana,Winter,Afternoon,193,3853,Neutral
07PMYCL,200.0,Burberry,Jewelry,Not Good,3.818926640256796,Minimalist,XS,PaleTurquoise,Medium,57,Fashionista,Aimee Song,Autumn,Morning,57,4935,Positive
AF2JTCR,354.18,Alexander McQueen,Footwear,Worst,4.2797113430987155,Vintage,S,CadetBlue,High,55,Cosmopolitan,Camila Coelho,Fall,Evening,118,2294,Negative
69EMC03,70.25,Ralph Lauren,Accessories,Very Good,3.9388190176611313,Formal,M,Yellow,Medium,20,Glamour,Julie Sariñana,Winter,Morning,110,1420,Neutral
PHIU6J9,25.63,Burberry,Activewear,Best,4.082598987904993,Streetwear,S,Sienna,Low,38,W,Gigi Hadid,Winter,Morning,182,4328,Positive
OM9P56S,126.29,Alexander McQueen,Footwear,Bad,4.004222555442008,Edgy,XL,NavajoWhite,Low,38,Glamour,Gigi Hadid,Fall,Afternoon,140,1075,Positive
8FAWAR5,143.2,Burberry,Outerwear,Good,3.7810164371019304,Minimalist,XL,DarkRed,Low,44,Cosmopolitan,Kendall Jenner,Winter,Afternoon,108,1172,Neutral
DVHWQK5,81.28,Ted Baker,Dresses,Not Good,3.5597820713955843,Formal,S,Lime,Medium,53,W,Negin Mirsalehi,Autumn,Morning,110,328,Negative
37Y7GUV,81.74,Ted Baker,Swimwear,Worst,3.4113912916004088,Vintage,L,DarkGoldenRod,Low,35,Elle,Song of Style,Fall,Morning,139,1592,Positive
VBA6EBH,125.14,Ted Baker,Tops,Good,3.8408911719187593,Glamorous,M,LavenderBlush,High,54,Cosmopolitan,Gigi Hadid,Fall,Afternoon,133,4483,Positive
5IU30TX,477.24,Ralph Lauren,Footwear,Bad,4.099571048431898,Casual,XS,Indigo,Medium,43,Grazia,Leandra Medine,Autumn,Afternoon,53,1474,Neutral
OAMOL6R,70.6,Ralph Lauren,Tops,Best,4.023915517328481,Bohemian,L,YellowGreen,Low,44,Grazia,Chiara Ferragni,Summer,Morning,118,804,Positive
1ES1DOZ,97.9,Calvin Klein,Lingerie,Best,3.369361990554115,Sporty,S,LightSalmon,Low,51,Marie Claire,Olivia Palermo,Autumn,Evening,116,2990,Neutral
F4SGFX5,205.84,Tommy Hilfiger,Dresses,Worst,3.92251550955807,Vintage,L,LimeGreen,High,45,Harper's Bazaar,Negin Mirsalehi,Summer,Morning,131,1204,Negative
8VPGKH7,47.32,Mulberry,Jewelry,Very Good,3.7059952617006937,Preppy,M,FloralWhite,Medium,34,Elle,Aimee Song,Autumn,Morning,149,758,Positive
RC7GZ11,21.77,Mulberry,Lingerie,Good,3.539084729263835,Casual,XS,BurlyWood,Low,59,Cosmopolitan,Negin Mirsalehi,Spring,Afternoon,123,2142,Negative
YIMPOTT,175.16,Tommy Hilfiger,Swimwear,Best,3.9212054577930986,Edgy,XL,FireBrick,High,58,InStyle,Song of Style,Spring,Evening,157,1631,Negative
SVY0MD8,106.78,Ralph Lauren,Jewelry,Very Bad,4.121735124183681,Preppy,S,Snow,Low,21,Cosmopolitan,Gigi Hadid,Winter,Morning,75,2630,Neutral
42RQ8V4,191.17,Mulberry,Bottoms,Worst,4.060280837822796,Formal,XL,Yellow,Medium,22,Elle,Song of Style,Summer,Afternoon,126,2315,Neutral
DFN1097,22.54,Ralph Lauren,Swimwear,Best,4.2800359398141925,Preppy,M,DarkGray,Medium,44,Vogue,Aimee Song,Spring,Evening,143,2257,Negative
BSDFUME,192.34,Alexander McQueen,Tops,Good,4.0234182894238755,Preppy,XL,MediumSeaGreen,Low,56,Grazia,Song of Style,Summer,Afternoon,143,4670,Neutral
ZL4143R,58.31,Calvin Klein,Accessories,Worst,3.3952448483095194,Vintage,XL,Beige,Low,57,Cosmopolitan,Olivia Palermo,Autumn,Afternoon,84,2639,Negative
8VOUOXN,302.12,Calvin Klein,Dresses,Not Good,3.632531026456178,Casual,XL,PaleVioletRed,Low,54,Harper's Bazaar,Chiara Ferragni,Summer,Morning,59,990,Positive
76RDPAY,187.5,Mulberry,Footwear,Not Good,3.8484479512773957,Glamorous,S,Cornsilk,Low,25,Cosmopolitan,Julie Sariñana,Spring,Evening,101,1102,Neutral
PDXFWI1,19.56,Ted Baker,Accessories,Best,3.7824231250475058,Edgy,S,AliceBlue,Medium,26,Fashionista,Olivia Palermo,Fall,Evening,54,1254,Positive
EZHAJBG,146.45,Burberry,Bottoms,Not Good,4.235474866756119,Minimalist,S,DarkOrchid,Medium,49,Fashionista,Kendall Jenner,Winter,Morning,171,3190,Positive
E8YVLI8,24.63,Calvin Klein,Accessories,Not Good,3.2967182238249566,Sporty,M,LightSkyBlue,Low,31,Elle,Kendall Jenner,Fall,Morning,177,730,Negative
3PVYJI5,300.17,Tommy Hilfiger,Outerwear,Very Good,4.000043541654698,Vintage,S,YellowGreen,High,31,Vogue,Negin Mirsalehi,Fall,Evening,153,4264,Positive
ZQPQAKB,415.04,Mulberry,Footwear,Best,3.6774248816649058,Preppy,XL,LightSlateGray,Low,36,Glamour,Julie Sariñana,Autumn,Morning,193,4434,Neutral
RV942AF,54.28,Ted Baker,Activewear,Best,3.900841192053961,Formal,S,IndianRed,Medium,36,Marie Claire,Gigi Hadid,Summer,Afternoon,133,3812,Negative
U5L7VRJ,213.04,Mulberry,Outerwear,Not Good,3.832030429850157,Streetwear,M,Pink,Low,32,Cosmopolitan,Camila Coelho,Summer,Afternoon,74,1838,Neutral
PFN9RU4,142.15,Jigsaw,Bottoms,Best,3.5394532405131347,Bohemian,L,PaleVioletRed,Low,38,W,Leandra Medine,Spring,Evening,53,1000,Neutral
WZYVYRT,160.03,Alexander McQueen,Outerwear,Best,4.100479138557075,Preppy,L,Cornsilk,Medium,44,Grazia,Aimee Song,Spring,Afternoon,119,3779,Positive
26QWDNV,84.52,Alexander McQueen,Jewelry,Not Good,4.234425956304567,Edgy,L,CadetBlue,Medium,37,W,Aimee Song,Fall,Morning,159,3055,Negative
RJJTLUG,98.78,Tommy Hilfiger,Accessories,Not Good,3.3130392000644826,Vintage,L,RoyalBlue,Medium,60,Grazia,Leandra Medine,Winter,Evening,166,363,Neutral
SB5CM1J,91.66,Jigsaw,Lingerie,Worst,4.060934260800115,Streetwear,S,OrangeRed,High,20,Elle,Olivia Palermo,Winter,Morning,181,2624,Negative
ZW67QPA,93.0,Calvin Klein,Swimwear,Best,3.785650425472471,Sporty,S,Violet,Low,24,Cosmopolitan,Leandra Medine,Winter,Evening,60,4721,Neutral
LIIH088,75.3,Jigsaw,Jewelry,Not Good,3.7918905599548727,Formal,S,Red,High,39,Glamour,Negin Mirsalehi,Autumn,Morning,108,2337,Negative
EWX1WOI,13.43,Ted Baker,Accessories,Not Good,4.0147040379883645,Vintage,XS,Lavender,Medium,36,Marie Claire,Julie Sariñana,Summer,Morning,118,3784,Negative
Q0EETQR,197.21,Mulberry,Jewelry,Worst,3.611133454469171,Minimalist,M,SkyBlue,High,59,Vogue,Camila Coelho,Autumn,Afternoon,97,311,Positive
CNEPXZO,117.85,Calvin Klein,Swimwear,Very Bad,3.617263846315466,Minimalist,L,DarkSeaGreen,High,59,Harper's Bazaar,Julie Sariñana,Fall,Morning,102,1285,Negative
1P6IG3I,227.18,Jigsaw,Dresses,Not Good,4.237401040197205,Casual,S,Brown,High,57,Cosmopolitan,Kendall Jenner,Winter,Morning,143,4879,Positive
NHWLH0K,184.49,Tommy Hilfiger,Swimwear,Very Bad,4.059906338687185,Bohemian,M,Sienna,Medium,39,InStyle,Chiara Ferragni,Fall,Afternoon,148,2068,Negative
KKCU3ZY,128.79,Alexander McQueen,Activewear,Very Good,4.075804760753009,Formal,L,DarkSeaGreen,High,28,Fashionista,Julie Sariñana,Winter,Afternoon,75,335,Negative
AFG4I9T,89.38,Burberry,Jewelry,Not Good,4.1787447930700425,Sporty,S,PaleVioletRed,Low,32,Cosmopolitan,Gigi Hadid,Summer,Afternoon,175,2043,Positive
0NN4WCJ,149.18,Tommy Hilfiger,Tops,Very Bad,3.7165224005496214,Preppy,XS,LightGoldenRodYellow,High,30,Harper's Bazaar,Olivia Palermo,Spring,Morning,186,809,Positive
NY6EA92,96.11,Jigsaw,Activewear,Very Good,3.5409229393115367,Glamorous,XS,DarkBlue,Low,39,Cosmopolitan,Camila Coelho,Autumn,Morning,61,3717,Negative
CK5GE48,217.62,Calvin Klein,Outerwear,Worst,4.198066977028133,Formal,XL,Plum,High,46,Harper's Bazaar,Julie Sariñana,Summer,Morning,109,2368,Negative
E5K6C38,132.36,Tommy Hilfiger,Bottoms,Not Good,4.048896942714431,Glamorous,M,Linen,Medium,37,Elle,Leandra Medine,Spring,Evening,127,2419,Neutral
